cge:100752378	CDS	1	Msx1; homeobox protein MSX-1 isoform X2
cge:100751801	CDS	1	Stk32b; serine/threonine-protein kinase 32B
cge:100751511	CDS	1	Evc2; limbin isoform X2
cge:100771932	CDS	1	Evc; ellis-van Creveld syndrome protein isoform X4
cge:113830864	CDS	1	Crmp1; dihydropyrimidinase-related protein 1 isoform X2
cge:100770775	CDS	1	Wfs1; wolframin
cge:100750924	CDS	1	Ppp2r2c; protein phosphatase 2, regulatory subunit B, gamma isoform X2
cge:100770115	CDS	1	Man2b2; epididymis-specific alpha-mannosidase
cge:100769822	CDS	1	Mrfap1; MORF4 family-associated protein 1
cge:100769537	CDS	1	Bloc1s4; biogenesis of lysosome-related organelles complex 1 subunit 4
cge:100769248	CDS	1	uncharacterized protein KIAA0232 homolog isoform X1
cge:100768969	CDS	1	Tbc1d14; TBC1 domain family member 14 isoform X1
cge:100750342	CDS	1	Ccdc96; coiled-coil domain-containing protein 96 isoform X2
cge:100768678	CDS	1	Tada2b; transcriptional adapter 2-beta isoform X2
cge:100768386	CDS	1	Grpel1; grpE protein homolog 1, mitochondrial
cge:100774826	CDS	1	Sorcs2; VPS10 domain-containing receptor SorCS2 isoform X2
cge:100768102	CDS	1	Psapl1; proactivator polypeptide-like 1
cge:100767632	CDS	1	Afap1; actin filament-associated protein 1
cge:100767341	CDS	1	Sh3tc1; SH3 domain and tetratricopeptide repeat-containing protein 1
cge:100774250	CDS	1	Htra3; serine protease HTRA3 isoform X2
cge:100766766	CDS	1	Trmt44; probable tRNA (uracil-O(2)-)-methyltransferase isoform X1
cge:100767060	CDS	1	Acox3; peroxisomal acyl-coenzyme A oxidase 3 isoform X1
cge:100766478	CDS	1	Cpz; carboxypeptidase Z
cge:113832275	CDS	1	homeobox protein HMX1
cge:103161652	CDS	1	Adra2c; alpha-2C adrenergic receptor isoform X2
cge:100766187	CDS	1	Lrpap1; alpha-2-macroglobulin receptor-associated protein isoform X1
cge:100765890	CDS	1	Dok7; protein Dok-7 isoform X2
cge:100765309	CDS	1	Rgs12; regulator of G-protein signaling 12 isoform X1
cge:100765604	CDS	1	Hgfac; hepatocyte growth factor activator
cge:100764729	CDS	1	Htt; huntingtin isoform X2
cge:100765021	CDS	1	Msantd1; myb/SANT-like DNA-binding domain-containing protein 1
cge:100767594	CDS	1	Nop14; nucleolar protein 14
cge:100767022	CDS	1	Grk4; G protein-coupled receptor kinase 4 isoform X2
cge:100767880	CDS	1	Mfsd10; major facilitator superfamily domain-containing protein 10 isoform X6
